np_tag_id,record_id,table_id,title,description
247,285,0,"Technical Assistance, appearances: 332",""
248,286,0,"Project-Type, appearances: 4011",""
249,287,0,"Core contributions, appearances: 52",""
250,288,0,"Administrative Costs, appearances: 404",""
251,289,0,"2005, implementing agencies",""
252,290,0,"record: 290",""
253,291,0,"record: 291",""
254,292,0,"Department of Homeland Security, appearances: 1",""
255,293,0,"Peace Corps, appearances: 9",""
256,294,0,"Department of Labor, appearances: 1",""
257,295,0,"Department of State, appearances: 308",""
258,296,0,"Department of Agriculture, appearances: 15",""
259,297,0,"Department of Health and Human Services, appearances: 117",""
260,298,0,"Department of Defense, appearances: 13",""
261,299,0,"U.S. Agency for International Development, appearances: 4593",""
262,300,0,"2005, income groups",""
263,301,0,"record: 301",""
264,302,0,"record: 302",""
265,303,0,"nan, appearances: 753",""
266,304,0,"Low Income Country, appearances: 2810",""
267,305,0,"High Income Country, appearances: 8",""
268,306,0,"Upper Middle Income Country, appearances: 398",""
269,307,0,"Lower Middle Income Country, appearances: 1088",""
270,308,0,"2005, channel categories",""
271,309,0,"record: 309",""
272,310,0,"record: 310",""
273,311,0,"Government, appearances: 1051",""
274,312,0,"Multilateral, appearances: 281",""
275,313,0,"Networks, appearances: 5",""
276,314,0,"NGO, appearances: 1159",""
277,315,0,"Universities and Research Institutes, appearances: 206",""
278,316,0,"Public and Private Partnerships, appearances: 2",""
279,317,0,"Enterprises, appearances: 2251",""
280,318,0,"Church and Faith Based, appearances: 102",""
281,319,0,"2005, dac categories",""
282,320,0,"record: 320",""
283,321,0,"record: 321",""
284,322,0,"Education, appearances: 367",""
285,323,0,"Other, appearances: 332",""
286,324,0,"Humanitarian, appearances: 534",""
287,325,0,"Governance, appearances: 1287",""
288,326,0,"Health and Population, appearances: 1507",""
289,327,0,"Administrative Costs, appearances: 440",""
290,328,0,"Commodity Assistance, appearances: 74",""
291,329,0,"Infrastructure, appearances: 27",""
292,330,0,"Economic Growth, appearances: 268",""
293,331,0,"Agriculture, appearances: 221",""
294,332,0,"2005, funding_agencies",""
295,333,0,"record: 333",""
296,334,0,"record: 334",""
297,335,0,"Department of Health and Human Services, appearances: 92",""
298,336,0,"U.S. Agency for International Development, appearances: 4380",""
299,337,0,"Department of State, appearances: 585",""
300,338,0,"2005, aid types",""
301,339,0,"record: 339",""
302,340,0,"record: 340",""
303,341,0,"Core contributions, appearances: 46",""
304,342,0,"Other, appearances: 3",""
305,343,0,"Project-Type, appearances: 4218",""
306,344,0,"Administrative Costs, appearances: 440",""
307,345,0,"Budget support, appearances: 1",""
308,346,0,"Technical Assistance, appearances: 349",""
309,347,0,"2006, implementing agencies",""
310,348,0,"record: 348",""
311,349,0,"record: 349",""
312,350,0,"Peace Corps, appearances: 11",""
313,351,0,"Department of State, appearances: 391",""
314,352,0,"Department of Health and Human Services, appearances: 74",""
315,353,0,"Department of Defense, appearances: 16",""
316,354,0,"U.S. Agency for International Development, appearances: 4281",""
317,355,0,"2006, income groups",""
318,356,0,"record: 356",""
319,357,0,"record: 357",""
320,358,0,"nan, appearances: 750",""
321,359,0,"Low Income Country, appearances: 2642",""
322,360,0,"High Income Country, appearances: 4",""
323,361,0,"Upper Middle Income Country, appearances: 440",""
324,362,0,"Lower Middle Income Country, appearances: 937",""
325,363,0,"2006, channel categories",""
326,364,0,"record: 364",""
327,365,0,"record: 365",""
328,366,0,"Government, appearances: 890",""
329,367,0,"Multilateral, appearances: 271",""
330,368,0,"Networks, appearances: 3",""
331,369,0,"NGO, appearances: 1216",""
332,370,0,"Universities and Research Institutes, appearances: 166",""
333,371,0,"Enterprises, appearances: 2112",""
334,372,0,"Church and Faith Based, appearances: 115",""
335,373,0,"2006, dac categories",""
336,374,0,"record: 374",""
337,375,0,"record: 375",""
338,376,0,"Education, appearances: 280",""
339,377,0,"Other, appearances: 358",""
340,378,0,"Humanitarian, appearances: 549",""
341,379,0,"Governance, appearances: 1345",""
342,380,0,"Health and Population, appearances: 1387",""
343,381,0,"Administrative Costs, appearances: 426",""
344,382,0,"Commodity Assistance, appearances: 38",""
345,383,0,"Infrastructure, appearances: 25",""
346,384,0,"Economic Growth, appearances: 206",""
347,385,0,"Agriculture, appearances: 159",""
348,386,0,"2006, funding_agencies",""
349,387,0,"record: 387",""
350,388,0,"record: 388",""
351,389,0,"Department of Health and Human Services, appearances: 55",""
352,390,0,"U.S. Agency for International Development, appearances: 3925",""
353,391,0,"Department of State, appearances: 793",""
354,392,0,"2006, aid types",""
355,393,0,"record: 393",""
356,394,0,"record: 394",""
357,395,0,"Core contributions, appearances: 101",""
358,396,0,"Other, appearances: 1",""
359,397,0,"Project-Type, appearances: 3959",""
360,398,0,"Administrative Costs, appearances: 426",""
361,399,0,"Technical Assistance, appearances: 286",""
362,400,0,"2007, implementing agencies",""
363,401,0,"record: 401",""
364,402,0,"record: 402",""
365,403,0,"Department of Homeland Security, appearances: 6",""
366,404,0,"Department of the Interior, appearances: 29",""
367,405,0,"Peace Corps, appearances: 12",""
368,406,0,"Department of Transportation, appearances: 8",""
369,407,0,"Department of Labor, appearances: 3",""
370,408,0,"Department of State, appearances: 518",""
371,409,0,"Department of Agriculture, appearances: 1",""
372,410,0,"Department of Health and Human Services, appearances: 110",""
373,411,0,"Department of Defense, appearances: 21",""
374,412,0,"U.S. Agency for International Development, appearances: 5154",""
375,413,0,"2007, income groups",""
376,414,0,"record: 414",""
377,415,0,"record: 415",""
378,416,0,"nan, appearances: 934",""
379,417,0,"Low Income Country, appearances: 3334",""
380,418,0,"High Income Country, appearances: 2",""
381,419,0,"Upper Middle Income Country, appearances: 367",""
382,420,0,"Lower Middle Income Country, appearances: 1225",""
383,421,0,"2007, channel categories",""
384,422,0,"record: 422",""
385,423,0,"record: 423",""
386,424,0,"Government, appearances: 1144",""
387,425,0,"Multilateral, appearances: 366",""
388,426,0,"Networks, appearances: 8",""
389,427,0,"NGO, appearances: 1531",""
390,428,0,"Universities and Research Institutes, appearances: 185",""
391,429,0,"Enterprises, appearances: 2497",""
392,430,0,"Church and Faith Based, appearances: 131",""
393,431,0,"2007, dac categories",""
394,432,0,"record: 432",""
395,433,0,"record: 433",""
396,434,0,"Education, appearances: 350",""
397,435,0,"Other, appearances: 324",""
398,436,0,"Humanitarian, appearances: 639",""
399,437,0,"Governance, appearances: 1417",""
400,438,0,"Health and Population, appearances: 2023",""
401,439,0,"Administrative Costs, appearances: 521",""
402,440,0,"Commodity Assistance, appearances: 25",""
403,441,0,"Infrastructure, appearances: 66",""
404,442,0,"Economic Growth, appearances: 262",""
405,443,0,"Agriculture, appearances: 235",""
406,444,0,"2007, funding_agencies",""
407,445,0,"record: 445",""
408,446,0,"record: 446",""
409,447,0,"Department of Health and Human Services, appearances: 90",""
410,448,0,"U.S. Agency for International Development, appearances: 4643",""
411,449,0,"Department of State, appearances: 1129",""
412,450,0,"2007, aid types",""
413,451,0,"record: 451",""
414,452,0,"record: 452",""
415,453,0,"Technical Assistance, appearances: 397",""
416,454,0,"Project-Type, appearances: 4807",""
417,455,0,"Core contributions, appearances: 137",""
418,456,0,"Administrative Costs, appearances: 521",""
419,457,0,"2008, implementing agencies",""
420,458,0,"record: 458",""
421,459,0,"record: 459",""
422,460,0,"Department of Homeland Security, appearances: 4",""
423,461,0,"Peace Corps, appearances: 27",""
424,462,0,"Department of Labor, appearances: 4",""
425,463,0,"Department of State, appearances: 568",""
426,464,0,"Department of Agriculture, appearances: 1",""
427,465,0,"Department of Justice, appearances: 7",""
428,466,0,"Department of Health and Human Services, appearances: 162",""
429,467,0,"Department of Defense, appearances: 24",""
430,468,0,"U.S. Agency for International Development, appearances: 6524",""
431,469,0,"2008, income groups",""
432,470,0,"record: 470",""
433,471,0,"record: 471",""
434,472,0,"nan, appearances: 952",""
435,473,0,"Low Income Country, appearances: 4333",""
436,474,0,"High Income Country, appearances: 10",""
437,475,0,"Upper Middle Income Country, appearances: 395",""
438,476,0,"Lower Middle Income Country, appearances: 1631",""
439,477,0,"2008, channel categories",""
440,478,0,"record: 478",""
441,479,0,"record: 479",""
442,480,0,"Government, appearances: 1404",""
443,481,0,"Multilateral, appearances: 388",""
444,482,0,"Networks, appearances: 9",""
445,483,0,"NGO, appearances: 1819",""
446,484,0,"Universities and Research Institutes, appearances: 226",""
447,485,0,"Public and Private Partnerships, appearances: 4",""
448,486,0,"Enterprises, appearances: 3321",""
449,487,0,"Church and Faith Based, appearances: 150",""
450,488,0,"2008, dac categories",""
451,489,0,"record: 489",""
452,490,0,"record: 490",""
453,491,0,"Education, appearances: 396",""
454,492,0,"Other, appearances: 382",""
455,493,0,"Humanitarian, appearances: 732",""
456,494,0,"Governance, appearances: 1561",""
457,495,0,"Health and Population, appearances: 2825",""
458,496,0,"Administrative Costs, appearances: 677",""
459,497,0,"Commodity Assistance, appearances: 23",""
460,498,0,"Infrastructure, appearances: 63",""
461,499,0,"Economic Growth, appearances: 361",""
462,500,0,"Agriculture, appearances: 301",""
463,501,0,"2008, funding_agencies",""
464,502,0,"record: 502",""
465,503,0,"record: 503",""
466,504,0,"Department of Health and Human Services, appearances: 122",""
467,505,0,"U.S. Agency for International Development, appearances: 5121",""
468,506,0,"Department of State, appearances: 2078",""
469,507,0,"2008, aid types",""
470,508,0,"record: 508",""
471,509,0,"record: 509",""
472,510,0,"Technical Assistance, appearances: 455",""
473,511,0,"Project-Type, appearances: 6043",""
474,512,0,"Core contributions, appearances: 149",""
475,513,0,"Administrative Costs, appearances: 674",""
476,514,0,"2009, implementing agencies",""
477,515,0,"record: 515",""
478,516,0,"record: 516",""
479,517,0,"Department of Homeland Security, appearances: 7",""
480,518,0,"Peace Corps, appearances: 29",""
481,519,0,"Department of Labor, appearances: 1",""
482,520,0,"Department of State, appearances: 608",""
483,521,0,"Department of Justice, appearances: 7",""
484,522,0,"Department of Health and Human Services, appearances: 157",""
485,523,0,"Department of Defense, appearances: 37",""
486,524,0,"U.S. Agency for International Development, appearances: 7216",""
487,525,0,"2009, income groups",""
488,526,0,"record: 526",""
489,527,0,"record: 527",""
490,528,0,"nan, appearances: 1099",""
491,529,0,"Low Income Country, appearances: 4697",""
492,530,0,"High Income Country, appearances: 5",""
493,531,0,"Upper Middle Income Country, appearances: 445",""
494,532,0,"Lower Middle Income Country, appearances: 1816",""
495,533,0,"2009, channel categories",""
496,534,0,"record: 534",""
497,535,0,"record: 535",""
498,536,0,"Government, appearances: 1521",""
499,537,0,"Multilateral, appearances: 407",""
500,538,0,"Networks, appearances: 4",""
501,539,0,"NGO, appearances: 1919",""
502,540,0,"Universities and Research Institutes, appearances: 286",""
503,541,0,"Public and Private Partnerships, appearances: 1",""
504,542,0,"Enterprises, appearances: 3784",""
505,543,0,"Church and Faith Based, appearances: 140",""
506,544,0,"2009, dac categories",""
507,545,0,"record: 545",""
508,546,0,"record: 546",""
509,547,0,"Education, appearances: 495",""
510,548,0,"Other, appearances: 407",""
511,549,0,"Humanitarian, appearances: 646",""
512,550,0,"Governance, appearances: 1507",""
513,551,0,"Health and Population, appearances: 3239",""
514,552,0,"Administrative Costs, appearances: 914",""
515,553,0,"Commodity Assistance, appearances: 28",""
516,554,0,"Infrastructure, appearances: 67",""
517,555,0,"Economic Growth, appearances: 374",""
518,556,0,"Agriculture, appearances: 385",""
519,557,0,"2009, funding_agencies",""
520,558,0,"record: 558",""
521,559,0,"record: 559",""
522,560,0,"Department of Health and Human Services, appearances: 118",""
523,561,0,"U.S. Agency for International Development, appearances: 5069",""
524,562,0,"Department of State, appearances: 2875",""
525,563,0,"2009, aid types",""
526,564,0,"record: 564",""
527,565,0,"record: 565",""
528,566,0,"Technical Assistance, appearances: 513",""
529,567,0,"Project-Type, appearances: 6489",""
530,568,0,"Core contributions, appearances: 149",""
531,569,0,"Administrative Costs, appearances: 911",""
532,570,0,"2010, implementing agencies",""
533,571,0,"record: 571",""
534,572,0,"record: 572",""
535,573,0,"Department of Homeland Security, appearances: 2",""
536,574,0,"Peace Corps, appearances: 126",""
537,575,0,"Department of Labor, appearances: 2",""
538,576,0,"Department of State, appearances: 568",""
539,577,0,"Department of Agriculture, appearances: 5",""
540,578,0,"Department of Justice, appearances: 7",""
541,579,0,"Department of Health and Human Services, appearances: 193",""
542,580,0,"Department of Defense, appearances: 32",""
543,581,0,"U.S. Agency for International Development, appearances: 7174",""
544,582,0,"2010, income groups",""
545,583,0,"record: 583",""
546,584,0,"record: 584",""
547,585,0,"nan, appearances: 1176",""
548,586,0,"Low Income Country, appearances: 4653",""
549,587,0,"High Income Country, appearances: 4",""
550,588,0,"Upper Middle Income Country, appearances: 387",""
551,589,0,"Lower Middle Income Country, appearances: 1889",""
552,590,0,"2010, channel categories",""
553,591,0,"record: 591",""
554,592,0,"record: 592",""
555,593,0,"Government, appearances: 1735",""
556,594,0,"Multilateral, appearances: 382",""
557,595,0,"Networks, appearances: 9",""
558,596,0,"NGO, appearances: 1731",""
559,597,0,"Universities and Research Institutes, appearances: 244",""
560,598,0,"Public and Private Partnerships, appearances: 3",""
561,599,0,"Enterprises, appearances: 3861",""
562,600,0,"Church and Faith Based, appearances: 144",""
563,601,0,"2010, dac categories",""
564,602,0,"record: 602",""
565,603,0,"record: 603",""
566,604,0,"Education, appearances: 450",""
567,605,0,"Other, appearances: 470",""
568,606,0,"Humanitarian, appearances: 651",""
569,607,0,"Governance, appearances: 1440",""
570,608,0,"Health and Population, appearances: 3027",""
571,609,0,"Administrative Costs, appearances: 1202",""
572,610,0,"Commodity Assistance, appearances: 21",""
573,611,0,"Infrastructure, appearances: 87",""
574,612,0,"Economic Growth, appearances: 324",""
575,613,0,"Agriculture, appearances: 437",""
576,614,0,"2010, funding_agencies",""
577,615,0,"record: 615",""
578,616,0,"record: 616",""
579,617,0,"Department of Health and Human Services, appearances: 121",""
580,618,0,"U.S. Agency for International Development, appearances: 4915",""
581,619,0,"Department of State, appearances: 3073",""
582,620,0,"2010, aid types",""
583,621,0,"record: 621",""
584,622,0,"record: 622",""
585,623,0,"Core contributions, appearances: 123",""
586,624,0,"Project-Type, appearances: 6175",""
587,625,0,"Administrative Costs, appearances: 1193",""
588,626,0,"Budget support, appearances: 2",""
589,627,0,"Technical Assistance, appearances: 616",""
590,628,0,"2011, implementing agencies",""
591,629,0,"record: 629",""
592,630,0,"record: 630",""
593,631,0,"Department of Homeland Security, appearances: 5",""
594,632,0,"Peace Corps, appearances: 127",""
595,633,0,"Department of Transportation, appearances: 1",""
596,634,0,"Department of Labor, appearances: 3",""
597,635,0,"Department of State, appearances: 568",""
598,636,0,"Department of Energy, appearances: 1",""
599,637,0,"Department of Health and Human Services, appearances: 245",""
600,638,0,"Department of Defense, appearances: 39",""
601,639,0,"U.S. Agency for International Development, appearances: 7054",""
602,640,0,"2011, income groups",""
603,641,0,"record: 641",""
604,642,0,"record: 642",""
605,643,0,"nan, appearances: 970",""
606,644,0,"Low Income Country, appearances: 4721",""
607,645,0,"High Income Country, appearances: 10",""
608,646,0,"Upper Middle Income Country, appearances: 360",""
609,647,0,"Lower Middle Income Country, appearances: 1982",""
610,648,0,"2011, channel categories",""
611,649,0,"record: 649",""
612,650,0,"record: 650",""
613,651,0,"Government, appearances: 1722",""
614,652,0,"Multilateral, appearances: 431",""
615,653,0,"Networks, appearances: 2",""
616,654,0,"NGO, appearances: 1791",""
617,655,0,"Universities and Research Institutes, appearances: 261",""
618,656,0,"Public and Private Partnerships, appearances: 2",""
619,657,0,"Enterprises, appearances: 3696",""
620,658,0,"Church and Faith Based, appearances: 138",""
621,659,0,"2011, dac categories",""
622,660,0,"record: 660",""
623,661,0,"record: 661",""
624,662,0,"Education, appearances: 376",""
625,663,0,"Other, appearances: 427",""
626,664,0,"Humanitarian, appearances: 665",""
627,665,0,"Governance, appearances: 1334",""
628,666,0,"Health and Population, appearances: 2979",""
629,667,0,"Administrative Costs, appearances: 1294",""
630,668,0,"Commodity Assistance, appearances: 16",""
631,669,0,"Infrastructure, appearances: 66",""
632,670,0,"Economic Growth, appearances: 309",""
633,671,0,"Agriculture, appearances: 577",""
634,672,0,"2011, funding_agencies",""
635,673,0,"record: 673",""
636,674,0,"record: 674",""
637,675,0,"Department of Health and Human Services, appearances: 189",""
638,676,0,"U.S. Agency for International Development, appearances: 4742",""
639,677,0,"Department of State, appearances: 3112",""
640,678,0,"2011, aid types",""
641,679,0,"record: 679",""
642,680,0,"record: 680",""
643,681,0,"Core contributions, appearances: 150",""
644,682,0,"Other, appearances: 1",""
645,683,0,"Project-Type, appearances: 6127",""
646,684,0,"Administrative Costs, appearances: 1278",""
647,685,0,"Budget support, appearances: 5",""
648,686,0,"Technical Assistance, appearances: 482",""
649,687,0,"2012, implementing agencies",""
650,688,0,"record: 688",""
651,689,0,"record: 689",""
652,690,0,"Department of Homeland Security, appearances: 5",""
653,691,0,"Peace Corps, appearances: 147",""
654,692,0,"Department of Labor, appearances: 1",""
655,693,0,"Department of State, appearances: 529",""
656,694,0,"Department of Health and Human Services, appearances: 104",""
657,695,0,"Department of Defense, appearances: 40",""
658,696,0,"U.S. Agency for International Development, appearances: 7271",""
659,697,0,"2012, income groups",""
660,698,0,"record: 698",""
661,699,0,"record: 699",""
662,700,0,"nan, appearances: 922",""
663,701,0,"Low Income Country, appearances: 4663",""
664,702,0,"High Income Country, appearances: 4",""
665,703,0,"Upper Middle Income Country, appearances: 427",""
666,704,0,"Lower Middle Income Country, appearances: 2081",""
667,705,0,"2012, channel categories",""
668,706,0,"record: 706",""
669,707,0,"record: 707",""
670,708,0,"Government, appearances: 1757",""
671,709,0,"Multilateral, appearances: 405",""
672,710,0,"Networks, appearances: 6",""
673,711,0,"NGO, appearances: 1890",""
674,712,0,"Universities and Research Institutes, appearances: 270",""
675,713,0,"Public and Private Partnerships, appearances: 13",""
